Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,39,Ohio,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",62,"$70,947.02","$15,876.98","$12,291.68"
State,39,Ohio,145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",44,"$67,999.18","$11,362.95","$8,743.68"
State,39,Ohio,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",42,"$54,104.90","$16,980.07","$14,130.86"
State,39,Ohio,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",17,"$39,598.82","$11,459.71","$8,014.24"
State,39,Ohio,149,DYSEQUILIBRIUM,483,"$27,392.29","$6,177.45","$4,362.62"
State,39,Ohio,150,EPISTAXIS WITH MCC,51,"$47,529.14","$12,311.22","$10,142.29"
State,39,Ohio,151,EPISTAXIS WITHOUT MCC,65,"$20,322.28","$6,214.18","$4,675.63"
State,39,Ohio,152,OTITIS MEDIA AND URI WITH MCC,46,"$38,015.15","$9,891.00","$7,357.24"
State,39,Ohio,153,OTITIS MEDIA AND URI WITHOUT MCC,115,"$24,833.50","$6,143.30","$4,108.09"
State,39,Ohio,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",82,"$48,667.38","$13,035.43","$10,752.07"
State,39,Ohio,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",122,"$27,354.39","$7,905.71","$5,890.71"
State,39,Ohio,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",29,"$21,428.10","$5,926.90","$3,825.97"
State,39,Ohio,157,DENTAL AND ORAL DISEASES WITH MCC,60,"$44,763.48","$13,174.32","$10,512.33"
State,39,Ohio,158,DENTAL AND ORAL DISEASES WITH CC,105,"$26,605.99","$7,660.71","$5,761.34"
State,39,Ohio,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,24,"$23,797.96","$6,154.71","$4,336.58"
State,39,Ohio,163,MAJOR CHEST PROCEDURES WITH MCC,496,"$154,346.86","$40,087.25","$33,960.61"
State,39,Ohio,164,MAJOR CHEST PROCEDURES WITH CC,514,"$102,890.78","$22,691.86","$17,487.19"
State,39,Ohio,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,217,"$84,101.94","$16,343.58","$12,920.64"
State,39,Ohio,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,393,"$116,288.92","$31,906.96","$26,027.16"
State,39,Ohio,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,219,"$72,049.21","$16,052.30","$11,972.34"
State,39,Ohio,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,63,"$66,877.92","$11,971.76","$7,974.56"
State,39,Ohio,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,1186,"$43,275.24","$12,150.33","$9,667.83"
State,39,Ohio,176,PULMONARY EMBOLISM WITHOUT MCC,798,"$27,608.53","$7,301.35","$5,146.17"
State,39,Ohio,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,10730,"$47,223.54","$16,377.37","$13,742.16"
State,39,Ohio,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,1905,"$28,526.92","$10,226.26","$8,154.09"
State,39,Ohio,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,385,"$21,044.00","$7,571.53","$5,843.35"
State,39,Ohio,180,RESPIRATORY NEOPLASMS WITH MCC,598,"$56,334.67","$14,108.60","$11,173.50"
State,39,Ohio,181,RESPIRATORY NEOPLASMS WITH CC,213,"$35,760.12","$9,514.91","$7,248.41"
State,39,Ohio,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,18,"$27,568.00","$6,421.00","$4,282.28"
State,39,Ohio,183,MAJOR CHEST TRAUMA WITH MCC,164,"$48,874.34","$13,795.07","$10,313.12"
State,39,Ohio,184,MAJOR CHEST TRAUMA WITH CC,372,"$35,027.12","$9,454.52","$6,436.10"
State,39,Ohio,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,99,"$26,561.92","$6,320.87","$4,160.52"
State,39,Ohio,186,PLEURAL EFFUSION WITH MCC,279,"$48,363.10","$12,233.83","$9,837.68"
State,39,Ohio,187,PLEURAL EFFUSION WITH CC,156,"$32,553.01","$8,175.83","$6,459.83"
State,39,Ohio,188,PLEURAL EFFUSION WITHOUT CC/MCC,21,"$25,667.71","$5,785.76","$4,526.24"
State,39,Ohio,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,3500,"$39,488.66","$10,194.45","$8,027.44"
State,39,Ohio,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,2558,"$33,138.09","$8,835.46","$6,695.35"
State,39,Ohio,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,954,"$27,508.10","$7,309.94","$5,364.40"
State,39,Ohio,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,215,"$19,496.88","$5,538.78","$3,895.13"
State,39,Ohio,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,4973,"$36,214.26","$10,362.44","$8,163.76"
State,39,Ohio,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,1774,"$24,960.61","$7,059.69","$5,109.66"
State,39,Ohio,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,294,"$19,039.21","$5,328.81","$3,551.08"
State,39,Ohio,196,INTERSTITIAL LUNG DISEASE WITH MCC,333,"$49,083.95","$13,485.11","$11,158.56"
State,39,Ohio,197,INTERSTITIAL LUNG DISEASE WITH CC,77,"$30,636.79","$8,686.21","$5,869.49"
State,39,Ohio,199,PNEUMOTHORAX WITH MCC,291,"$54,614.45","$14,705.79","$12,033.81"
State,39,Ohio,200,PNEUMOTHORAX WITH CC,339,"$36,318.44","$9,574.31","$6,718.70"
State,39,Ohio,201,PNEUMOTHORAX WITHOUT CC/MCC,33,"$22,544.82","$5,944.33","$4,028.12"
State,39,Ohio,202,BRONCHITIS AND ASTHMA WITH CC/MCC,559,"$27,515.32","$7,790.23","$5,552.96"
State,39,Ohio,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,74,"$22,755.99","$6,083.32","$3,904.23"
State,39,Ohio,204,RESPIRATORY SIGNS AND SYMPTOMS,156,"$27,533.82","$7,050.42","$5,126.08"
State,39,Ohio,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,378,"$52,936.04","$15,995.35","$11,751.89"
State,39,Ohio,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,216,"$30,424.40","$7,673.50","$5,755.70"
State,39,Ohio,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,752,"$209,922.39","$53,368.38","$45,544.55"
State,39,Ohio,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,1521,"$84,395.40","$21,540.55","$18,336.65"
State,39,Ohio,215,OTHER HEART ASSIST SYSTEM IMPLANT,94,"$373,742.44","$89,545.04","$81,572.23"
State,39,Ohio,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,310,"$358,187.79","$94,676.87","$75,540.76"
State,39,Ohio,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,155,"$225,680.81","$59,004.41","$46,445.88"
State,39,Ohio,218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,24,"$145,714.33","$55,568.46","$43,096.00"
State,39,Ohio,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,645,"$280,489.96","$72,806.45","$59,568.53"
State,39,Ohio,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,651,"$193,706.40","$48,791.90","$37,594.11"
State,39,Ohio,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,98,"$148,697.79","$42,311.59","$31,182.40"
State,39,Ohio,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",46,"$226,681.43","$60,696.87","$56,698.37"
State,39,Ohio,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT",11,"$175,265.00","$46,870.27","$44,705.27"
State,39,Ohio,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",76,"$243,775.37","$64,286.68","$52,516.63"
State,39,Ohio,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",49,"$175,233.98","$47,250.10","$34,978.35"
State,39,Ohio,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,140,"$188,585.34","$51,636.78","$47,777.24"
State,39,Ohio,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,117,"$153,037.20","$41,302.50","$33,941.53"
State,39,Ohio,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,112,"$172,025.68","$44,147.73","$37,379.58"
State,39,Ohio,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,164,"$110,381.76","$27,673.46","$22,973.71"
State,39,Ohio,231,CORONARY BYPASS WITH PTCA WITH MCC,37,"$304,276.16","$68,346.92","$59,564.22"
State,39,Ohio,232,CORONARY BYPASS WITH PTCA WITHOUT MCC,17,"$285,398.82","$64,474.88","$41,391.71"
State,39,Ohio,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,428,"$288,258.85","$64,013.38","$51,171.33"
State,39,Ohio,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,430,"$212,914.69","$42,778.36","$34,214.23"
State,39,Ohio,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,369,"$218,081.86","$49,515.54","$40,549.96"
State,39,Ohio,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,608,"$176,682.97","$37,106.41","$25,866.50"
State,39,Ohio,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,206,"$146,722.33","$38,231.99","$30,727.69"
State,39,Ohio,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,157,"$91,204.87","$22,324.52","$16,607.70"
State,39,Ohio,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,15,"$63,239.67","$12,925.60","$10,626.00"
State,39,Ohio,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,585,"$102,735.62","$28,611.62","$24,734.84"
State,39,Ohio,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,719,"$76,850.45","$19,057.07","$16,299.53"
State,39,Ohio,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,375,"$63,773.06","$15,902.56","$13,065.41"
State,39,Ohio,245,AICD GENERATOR PROCEDURES,33,"$128,793.85","$39,936.24","$37,519.21"
State,39,Ohio,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,1647,"$114,828.17","$26,020.83","$20,923.96"
State,39,Ohio,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,2397,"$80,497.82","$16,030.97","$12,229.94"
State,39,Ohio,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERI,16,"$115,847.00","$28,452.31","$19,647.25"
State,39,Ohio,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,30,"$61,207.00","$13,916.80","$10,852.00"
State,39,Ohio,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,120,"$91,230.72","$20,351.77","$16,836.68"
State,39,Ohio,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,137,"$68,102.91","$13,865.15","$10,470.33"
State,39,Ohio,252,OTHER VASCULAR PROCEDURES WITH MCC,645,"$123,519.41","$28,055.43","$24,147.49"
State,39,Ohio,253,OTHER VASCULAR PROCEDURES WITH CC,714,"$104,657.72","$22,020.30","$17,835.82"
State,39,Ohio,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,306,"$78,730.13","$15,079.71","$11,844.40"
State,39,Ohio,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,35,"$82,513.57","$23,782.66","$16,287.43"
State,39,Ohio,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,36,"$51,911.22","$12,965.78","$10,799.69"
State,39,Ohio,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,26,"$78,557.12","$22,961.88","$20,850.35"
State,39,Ohio,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,21,"$61,615.38","$16,052.52","$14,327.86"
State,39,Ohio,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,89,"$128,040.75","$34,285.80","$27,162.90"
State,39,Ohio,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,94,"$61,217.31","$15,577.54","$13,502.00"
State,39,Ohio,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,30,"$45,418.87","$13,150.67","$10,769.90"
State,39,Ohio,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,249,"$90,830.18","$26,026.53","$21,595.96"
State,39,Ohio,265,AICD LEAD PROCEDURES,18,"$128,460.61","$29,345.00","$23,375.67"
State,39,Ohio,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,642,"$187,880.24","$57,153.60","$50,613.87"
State,39,Ohio,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,1370,"$165,282.95","$42,456.55","$38,840.38"
State,39,Ohio,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,111,"$247,337.39","$68,903.79","$49,430.38"
State,39,Ohio,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,502,"$136,614.98","$34,390.74","$28,943.76"
State,39,Ohio,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,543,"$170,216.74","$44,286.48","$35,988.11"
State,39,Ohio,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,442,"$130,608.90","$29,808.28","$23,676.88"
State,39,Ohio,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,145,"$95,314.43","$22,113.39","$16,973.36"
State,39,Ohio,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,263,"$126,614.30","$32,666.04","$27,587.69"
State,39,Ohio,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,1637,"$97,661.88","$25,780.53","$22,960.41"
State,39,Ohio,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",2846,"$49,548.45","$12,722.29","$10,452.26"
State,39,Ohio,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",1273,"$34,402.26","$7,575.99","$5,626.99"
State,39,Ohio,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",586,"$30,282.74","$6,178.32","$4,168.04"
State,39,Ohio,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",316,"$61,773.75","$15,730.79","$13,266.03"
State,39,Ohio,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",31,"$24,920.74","$5,763.71","$4,329.03"
State,39,Ohio,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",1697,"$77,531.46","$19,096.20","$14,583.04"
State,39,Ohio,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",1273,"$44,840.70","$9,218.59","$6,751.65"
State,39,Ohio,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,49,"$65,764.12","$22,448.45","$17,396.86"
State,39,Ohio,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,24,"$47,110.96","$13,865.33","$11,444.42"
State,39,Ohio,291,HEART FAILURE AND SHOCK WITH MCC,13453,"$37,138.49","$10,213.00","$8,177.22"
State,39,Ohio,292,HEART FAILURE AND SHOCK WITH CC,499,"$28,479.68","$7,342.15","$5,391.76"
State,39,Ohio,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,88,"$20,938.60","$4,862.84","$3,432.72"
State,39,Ohio,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",98,"$68,975.79","$14,046.01","$11,311.47"
State,39,Ohio,297,"CARDIAC ARREST, UNEXPLAINED WITH CC",15,"$26,870.53","$5,492.00","$4,355.80"
State,39,Ohio,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,583,"$45,018.67","$12,680.74","$10,294.70"
State,39,Ohio,300,PERIPHERAL VASCULAR DISORDERS WITH CC,727,"$30,841.14","$8,567.86","$6,503.59"
State,39,Ohio,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,176,"$25,462.91","$6,477.80","$4,588.38"
State,39,Ohio,302,ATHEROSCLEROSIS WITH MCC,77,"$33,427.36","$9,653.27","$7,636.25"
State,39,Ohio,303,ATHEROSCLEROSIS WITHOUT MCC,289,"$25,388.02","$5,861.25","$4,025.11"
State,39,Ohio,304,HYPERTENSION WITH MCC,420,"$38,205.24","$9,855.01","$7,602.94"
State,39,Ohio,305,HYPERTENSION WITHOUT MCC,834,"$25,187.68","$6,314.50","$4,364.93"
State,39,Ohio,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,124,"$49,232.31","$14,144.90","$10,820.65"
State,39,Ohio,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,85,"$28,112.11","$7,868.38","$5,891.75"
State,39,Ohio,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,2305,"$38,868.26","$10,042.65","$7,748.34"
State,39,Ohio,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,2917,"$24,472.00","$6,452.17","$4,466.14"
State,39,Ohio,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,1495,"$19,148.14","$5,012.53","$2,988.86"
State,39,Ohio,311,ANGINA PECTORIS,71,"$22,667.61","$6,035.21","$4,202.21"
State,39,Ohio,312,SYNCOPE AND COLLAPSE,1938,"$28,501.06","$7,136.84","$5,268.18"
State,39,Ohio,313,CHEST PAIN,709,"$24,655.95","$5,910.56","$4,167.93"
State,39,Ohio,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,1225,"$65,013.48","$17,723.67","$14,049.52"
State,39,Ohio,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,541,"$34,498.01","$8,815.93","$6,338.21"
State,39,Ohio,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,110,"$25,009.30","$6,419.84","$4,416.69"
State,39,Ohio,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,26,"$184,986.31","$45,929.00","$36,849.73"
State,39,Ohio,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,16,"$86,601.44","$21,331.50","$16,361.94"
State,39,Ohio,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",295,"$169,687.35","$47,078.56","$36,836.72"
State,39,Ohio,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",313,"$92,476.20","$22,834.48","$17,188.47"
State,39,Ohio,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",236,"$68,366.29","$15,345.02","$10,848.13"
State,39,Ohio,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,1281,"$143,674.87","$38,663.66","$32,427.11"
State,39,Ohio,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,1628,"$86,701.93","$21,107.01","$16,455.80"
State,39,Ohio,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,743,"$63,757.29","$14,452.35","$10,603.81"
State,39,Ohio,333,RECTAL RESECTION WITH CC,24,"$105,946.92","$18,381.08","$14,328.50"
State,39,Ohio,334,RECTAL RESECTION WITHOUT CC/MCC,16,"$59,407.56","$13,575.31","$11,141.25"
State,39,Ohio,335,PERITONEAL ADHESIOLYSIS WITH MCC,165,"$120,866.96","$32,833.42","$25,707.56"
State,39,Ohio,336,PERITONEAL ADHESIOLYSIS WITH CC,306,"$75,393.45","$18,250.92","$14,244.23"
State,39,Ohio,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,120,"$59,940.99","$13,487.53","$10,148.77"
State,39,Ohio,338,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,34,"$72,212.56","$22,814.74","$17,730.59"
State,39,Ohio,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,68,"$54,526.75","$13,777.18","$10,176.15"
State,39,Ohio,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,57,"$43,457.00","$9,788.07","$7,275.88"
State,39,Ohio,341,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,22,"$80,804.68","$22,912.59","$13,238.64"
State,39,Ohio,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,63,"$49,627.81","$11,138.78","$8,624.67"
State,39,Ohio,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,54,"$40,143.67","$8,158.15","$6,307.24"
State,39,Ohio,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,36,"$70,246.89","$20,480.17","$17,921.06"
State,39,Ohio,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,56,"$55,574.20","$15,044.38","$10,332.41"
State,39,Ohio,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,39,"$47,863.41","$11,025.44","$6,919.49"
State,39,Ohio,347,ANAL AND STOMAL PROCEDURES WITH MCC,21,"$69,557.48","$23,972.71","$16,238.14"
State,39,Ohio,348,ANAL AND STOMAL PROCEDURES WITH CC,70,"$47,214.14","$10,835.39","$8,322.13"
State,39,Ohio,349,ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,20,"$36,210.30","$7,512.05","$5,893.20"
State,39,Ohio,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,53,"$87,235.40","$20,162.00","$18,075.17"
State,39,Ohio,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,99,"$57,394.78","$11,853.57","$9,516.78"
State,39,Ohio,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,44,"$42,987.20","$9,011.57","$6,357.00"
State,39,Ohio,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,99,"$107,033.95","$25,183.57","$21,317.54"
State,39,Ohio,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,221,"$61,782.59","$15,196.56","$11,512.37"
State,39,Ohio,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,126,"$49,386.63","$11,866.44","$7,737.10"
State,39,Ohio,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,264,"$134,529.59","$35,601.11","$29,200.18"
State,39,Ohio,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,158,"$80,380.59","$18,005.32","$15,100.52"
State,39,Ohio,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,45,"$46,936.60","$12,135.00","$7,914.96"
State,39,Ohio,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,206,"$50,546.37","$15,213.15","$12,757.26"
State,39,Ohio,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,147,"$31,170.82","$9,257.36","$7,399.85"
State,39,Ohio,370,MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,16,"$23,034.81","$6,538.94","$5,030.81"
State,39,Ohio,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,521,"$47,484.36","$14,092.27","$11,255.79"
State,39,Ohio,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,593,"$30,079.72","$8,669.59","$6,525.06"
State,39,Ohio,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,103,"$21,779.62","$6,656.63","$4,215.33"
State,39,Ohio,374,DIGESTIVE MALIGNANCY WITH MCC,363,"$59,903.28","$16,493.34","$13,239.20"
State,39,Ohio,375,DIGESTIVE MALIGNANCY WITH CC,303,"$35,931.62","$9,921.52","$7,688.14"
State,39,Ohio,376,DIGESTIVE MALIGNANCY WITHOUT CC/MCC,22,"$35,506.09","$8,317.95","$4,860.23"
State,39,Ohio,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,2171,"$55,725.02","$14,216.97","$11,881.08"
State,39,Ohio,378,GASTROINTESTINAL HEMORRHAGE WITH CC,3481,"$34,326.31","$8,026.49","$6,068.12"
State,39,Ohio,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,287,"$21,173.86","$5,202.48","$3,542.74"
State,39,Ohio,380,COMPLICATED PEPTIC ULCER WITH MCC,161,"$59,708.24","$15,527.00","$12,538.35"
State,39,Ohio,381,COMPLICATED PEPTIC ULCER WITH CC,170,"$33,390.45","$8,652.97","$6,483.59"
State,39,Ohio,382,COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,25,"$25,694.64","$7,298.64","$3,808.44"
State,39,Ohio,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,31,"$43,370.48","$11,934.84","$8,860.26"
State,39,Ohio,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,85,"$28,142.67","$7,502.49","$5,320.58"
State,39,Ohio,385,INFLAMMATORY BOWEL DISEASE WITH MCC,102,"$45,728.58","$14,191.38","$10,190.14"
